epoch,step,train_loss,val_loss
0,9,0.05229532718658447,
0,19,0.032617345452308655,
0,29,0.025062380358576775,
0,39,0.02139129303395748,
0,49,0.01889401488006115,
0,59,0.01817554607987404,
0,69,0.01638825051486492,
0,79,0.014993749558925629,
0,89,0.013121603056788445,
0,99,0.014112594537436962,
0,109,0.015083580277860165,
0,119,0.011518537998199463,
0,129,0.011845996603369713,
0,139,0.010092443786561489,
0,149,0.010920040309429169,
0,159,0.009855695068836212,
0,169,0.009300705045461655,
0,179,0.009317159652709961,
0,189,0.009339872747659683,
0,199,0.008792375214397907,
0,209,0.006473243236541748,
0,219,0.006438871845602989,
0,229,0.008410360664129257,
0,239,0.008684119209647179,
0,249,0.006493787281215191,
0,259,0.006533358246088028,
0,269,0.007848363369703293,
0,279,0.006127834320068359,
0,289,0.006865091621875763,
0,299,0.006891753524541855,
0,309,0.007020533084869385,
0,319,0.004764925688505173,
0,329,0.0065548475831747055,
0,339,0.005146710202097893,
0,349,0.005726998206228018,
0,359,0.004526821430772543,
0,369,0.005651823244988918,
0,379,0.004931935109198093,
0,389,0.004610971547663212,
0,399,0.004133318550884724,
0,409,0.006120491772890091,
0,419,0.005537300370633602,
0,429,0.004391399212181568,
0,439,0.0044300127774477005,
0,449,0.004843229427933693,
0,459,0.0035623060539364815,
0,469,0.003628332866355777,
0,478,,0.002726920647546649
1,479,0.003402614500373602,
1,489,0.0029554280918091536,
1,499,0.003724627662450075,
1,509,0.004750117193907499,
1,519,0.003691575024276972,
1,529,0.003650046419352293,
1,539,0.005224223714321852,
1,549,0.0037344887387007475,
1,559,0.003202304942533374,
1,569,0.0037945033982396126,
1,579,0.0039619868621230125,
1,589,0.0031585227698087692,
1,599,0.003979597706347704,
1,609,0.005538195371627808,
1,619,0.0035757143050432205,
1,629,0.0030845156870782375,
1,639,0.0022130475845187902,
1,649,0.0031766712199896574,
1,659,0.0031890273094177246,
1,669,0.0040247468277812,
1,679,0.00321399699896574,
1,689,0.0025831095408648252,
1,699,0.005090588238090277,
1,709,0.003315599635243416,
1,719,0.0023771184496581554,
1,729,0.0026501331012696028,
1,739,0.0032714493572711945,
1,749,0.003089275909587741,
1,759,0.0024347142316401005,
1,769,0.00398329459130764,
1,779,0.005033849738538265,
1,789,0.004143398720771074,
1,799,0.0038120828103274107,
1,809,0.0037665381096303463,
1,819,0.0021611519623547792,
1,829,0.0028078551404178143,
1,839,0.002402310725301504,
1,849,0.0021619326435029507,
1,859,0.0025787176564335823,
1,869,0.002350491238757968,
1,879,0.0023360259365290403,
1,889,0.002533690072596073,
1,899,0.0029158126562833786,
1,909,0.0031585446558892727,
1,919,0.0018994839629158378,
1,929,0.002397607546299696,
1,939,0.0026460278313606977,
1,949,0.003575962968170643,
1,957,,0.002839474705979228
2,959,0.002834077924489975,
2,969,0.0021024863235652447,
2,979,0.0024151145480573177,
2,989,0.0021854236256331205,
2,999,0.0021734940819442272,
2,1009,0.002152254804968834,
2,1019,0.001833579270169139,
2,1029,0.0027518346905708313,
2,1039,0.0022568530403077602,
2,1049,0.0022757290862500668,
2,1059,0.0029865712858736515,
2,1069,0.0020959200337529182,
2,1079,0.0029148138128221035,
2,1089,0.0030471552163362503,
2,1099,0.0018569377716630697,
2,1109,0.0022403784096240997,
2,1119,0.002680292120203376,
2,1129,0.0014549586921930313,
2,1139,0.0018256306648254395,
2,1149,0.002295579994097352,
2,1159,0.001861553406342864,
2,1169,0.0017953712958842516,
2,1179,0.002428380073979497,
2,1189,0.002027187729254365,
2,1199,0.002271109726279974,
2,1209,0.0021970788948237896,
2,1219,0.002369428751990199,
2,1229,0.0034521452616900206,
2,1239,0.0024596373550593853,
2,1249,0.002042995300143957,
2,1259,0.001866800244897604,
2,1269,0.002018553437665105,
2,1279,0.0018844653386622667,
2,1289,0.0023431642912328243,
2,1299,0.0022487319074571133,
2,1309,0.0024694371968507767,
2,1319,0.00270068715326488,
2,1329,0.0020258938893675804,
2,1339,0.002318892627954483,
2,1349,0.0019253421342000365,
2,1359,0.0017413923051208258,
2,1369,0.0013940725475549698,
2,1379,0.002226863522082567,
2,1389,0.0022094196174293756,
2,1399,0.0021571614779531956,
2,1409,0.0018584365025162697,
2,1419,0.0026163512375205755,
2,1429,0.0016897679306566715,
2,1436,,0.0018118993612006307
